作答ID,用户ID,开始时间,结束时间,作答总时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,国家,Province,City,Device,OS,Browser,Pixel,Randomisation,Gender,Age,Education,MotherLanguage,MotherLanguage_2,History_AI_Suage,JsPsych_1,JSPSYCH_2,DiagnosedMBTISelfTrait,MBTI_type,Intro_Extro,Intui_Sens,Felli_Think,Perc_Jude,MBTI_Match_Self_Content,SelfMBTI_1,SelfMBTI_2,SelfMBTI_3,SelfMBTI_4,SelfMBTI_5,SelfMBTI_6,SelfMBTI_7,SelfMBTI_8,SelfMBTI_9,SelfMBTI_10,SelfMBTI_11,SelfMBTI_12,SelfMBTI_13,SelfMBTI_14,SelfMBTI_15,SelfMBTI_16,BrandMBTI_1,BrandMBTI_2,BrandMBTI_3,BrandMBTI_4,BrandMBTI_5,BrandMBTI_6,BrandMBTI_7,BrandMBTI_8,BrandMBTI_9,BrandMBTI_10,BrandMBTI_11,BrandMBTI_12,BrandMBTI_13,BrandMBTI_14,BrandMBTI_15,BrandMBTI_16,InfluencerMBTI_1,InfluencerMBTI_2,InfluencerMBTI_3,InfluencerMBTI_4,InfluencerMBTI_5,InfluencerMBTI_6,InfluencerMBTI_7,InfluencerMBTI_8,InfluencerMBTI_9,InfluencerMBTI_10,InfluencerMBTI_11,InfluencerMBTI_12,InfluencerMBTI_13,InfluencerMBTI_14,InfluencerMBTI_15,InfluencerMBTI_16,ProjectiveMBTI_1,ProjectiveMBTI_2,ProjectiveMBTI_3,ProjectiveMBTI_4,ProjectiveMBTI_5,ProjectiveMBTI_6,ProjectiveMBTI_7,ProjectiveMBTI_8,ProjectiveMBTI_9,ProjectiveMBTI_10,ProjectiveMBTI_11,ProjectiveMBTI_12,ProjectiveMBTI_13,ProjectiveMBTI_14,ProjectiveMBTI_15,ProjectiveMBTI_16,Brand_Influencer_1,Brand_Influencer_2,Brand_Influencer_3,Brand_Influencer_4,Brand_Influencer_5,Brand_Influencer_6,Brand_Influencer_7,Brand_Influencer_8,Brand_Influencer_9,Brand_Influencer_10,Brand_Influencer_11,Brand_Influencer_12,TargetingGap_1_R,TargetingGap_2_R,TargetingGap_3_R,TargetingGap_4,TargetingGap_5_R,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5_R,ConversionGap_1,ConversionGap_2,ConversionGap_3,ConversionGap_4,ConversionGap_5,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,AdEngagement_1,AdEngagement_2,AdEngagement_3,AdEngagement_4,AdEngagement_5,AdEngagement_6,AdEngagement_7,AdEngagement_8,AdEngagement_9,AI_Interactivity,AI_Spontaneity,AI_Immersiveness,AI_Realtime,AI_Intimateness,AI_Empathy,AI_Serendipity,AI_Involvement,AI_Stereotype,AI_Inflexibility,AI_Out_of_Context,AI_Out_of_Memory,AI_Rigidity,AI_Semantic_Drift,AI_Staganance,AI_Low_Credibility,AI_Off_Topic,AI_Ethical_Guardrail,AI_Cultural_Inappropriateness,CAT_HumanLikeness,CAT_AlgorithmRestriction,AIChat_HumanlikeResponsiveness,AIChat_AlgorithmRestriction,Division_AIchatAttitude,Recall_Influencer,Recall_Brand,Recall_TalkObjective,Recall_Length_Talk,Awareness_AIChatbot
45,BMD2gRlL,2025-06-04 14:26:47,2025-06-04 15:09:44,2577,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,113.84.67.10,114.1469451,22.6211545,中国,广东省,深圳市,COMPUTER,Windows,Chrome,1280px*800px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_c377dc66d2584c008cd888b,INTJ,4,1,1,2,2,2,4,5,3,5,4,4,3,5,4,2,3,2,4,3,3,2,3,5,2,4,3,4,5,5,5,2,5,3,5,4,5,5,2,5,3,3,4,4,3,5,5,2,5,1,4,3,5,3,5,4,3,5,4,5,5,4,5,2,4,2,3,3,5,3,4,5,5,4,5,3,4,5,4,4,5,4,2,1,1,2,3,4,3,3,5,2,3,2,1,1,2,5,4,4,5,3,4,5,5,3,5,4,4,5,3,5,4,4,5,5,4,5,3,5,4,4,5,4,2,3,4,4,3,5,4,5,3,5,4,4,5,4,5,3,4,4,5,3,2,4,2,3,1,1,2,1,3,2,2,3,1,1,1,2.3325,.873363636363636,1,14,14,2,3,3
46,JekRp1QL,2025-06-04 14:45:50,2025-06-04 15:01:05,915,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,111.18.185.233,109.9397760,33.8683190,中国,陕西省,商洛市,COMPUTER,Windows,WeChat,1494px*934px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_68062ebb79df4af481b4ad2,ISFJ,6,1,2,1,2,2,4,3,2,3,4,2,4,4,3,4,4,4,5,4,3,2,4,3,3,4,5,2,3,4,2,3,2,3,4,4,3,2,3,4,4,3,5,2,3,2,2,3,2,3,4,4,3,4,2,2,3,3,4,2,3,4,2,4,2,3,4,4,4,3,4,3,2,3,4,3,2,3,4,2,5,4,3,2,2,2,3,3,4,2,3,2,4,4,2,3,2,4,3,2,2,3,3,2,4,4,4,3,3,3,4,4,3,4,5,2,3,3,4,2,3,4,3,4,5,4,4,3,3,2,5,3,3,4,5,4,4,3,5,3,4,4,2,3,2,5,3,3,2,3,3,4,4,2,2,1,3,1,2,2.13775,1.31627272727273,2,5,5,3,1,4
47,ve8xElXe,2025-06-04 14:19:32,2025-06-04 14:36:48,1036,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,221.206.210.109,129.6186020,44.5829620,中国,黑龙江省,牡丹江市,COMPUTER,Windows,WeChat,1920px*1080px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_1fee88c2c7f74a3e8df1168,ESFJ,14,2,2,1,2,2,3,4,2,5,4,3,4,4,3,4,4,5,4,3,4,2,3,4,4,3,4,3,2,4,4,3,4,2,4,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,4,4,3,4,4,3,3,2,3,4,4,3,2,2,3,3,3,3,4,4,4,4,4,4,4,3,4,3,2,2,3,4,4,3,3,2,3,4,3,4,3,3,3,4,3,3,2,4,3,4,2,2,2,2,3,4,3,2,2,4,4,3,2,3,2,3,4,3,3,4,4,3,3,4,4,3,3,4,4,3,4,3,3,4,4,2,2,3,4,3,3,4,2,4,4,4,3,4,3,2,2,4,4,3,3,4,3,1,2,2.1385,1.487,2,5,5,3,2,3
48,z7lVlA4e,2025-06-04 14:12:57,2025-06-04 14:36:30,1413,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,112.253.28.224,119.1070780,36.7092500,中国,山东省,潍坊市,COMPUTER,Windows,Chrome,1366px*768px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_f6796a408e614011b10490c,ISFJ,6,1,2,1,2,2,4,5,2,4,5,2,4,2,1,4,5,5,2,4,5,1,4,5,4,5,4,5,4,5,5,4,4,4,5,5,4,5,4,5,4,5,4,5,5,4,4,5,5,4,5,5,4,5,4,4,4,5,5,4,5,4,5,4,5,5,5,4,4,5,4,4,5,5,4,4,3,5,4,4,5,4,2,1,2,3,1,4,5,4,3,1,5,4,5,4,5,4,3,5,5,4,5,5,4,4,4,4,5,4,5,4,4,5,4,3,4,4,4,3,4,5,4,3,3,4,4,5,4,4,5,4,4,3,4,4,5,4,4,5,3,4,4,3,4,5,2,3,2,2,1,2,1,1,2,1,1,1,1,2.4735,.772181818181818,1,5,5,3,5,5
49,ve842dze,2025-06-04 14:03:25,2025-06-04 14:25:00,1295,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,120.238.89.38,116.1175820,24.2991120,中国,广东省,梅州市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_3e660a3a163d46cabd2ef35,ENTJ,12,2,1,2,2,2,5,2,4,2,5,4,4,5,5,4,5,5,5,3,4,3,4,1,4,4,5,5,4,5,4,4,3,4,4,5,5,5,5,4,5,3,5,5,4,5,5,4,3,4,4,4,5,5,5,4,5,4,4,5,5,5,4,4,3,4,4,5,5,5,4,4,5,5,5,4,5,5,4,3,5,5,1,2,1,2,2,5,4,5,5,1,4,5,3,2,2,5,4,5,4,4,5,5,5,4,5,4,4,5,5,4,5,5,5,4,5,4,4,5,5,5,5,4,4,5,5,4,4,5,4,5,4,4,5,4,5,5,4,3,4,5,4,4,4,5,2,1,1,1,2,2,1,1,2,1,1,2,1,2.537625,.666727272727273,3,16,16,3,5,5
50,pLzWXJje,2025-06-04 14:02:54,2025-06-04 14:17:18,864,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,124.89.8.6,108.8722370,34.1424510,中国,陕西省,西安市,COMPUTER,Windows,Chrome,1120px*736px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_eb82c5bdde984504ab550cd,ISFP,5,1,2,1,1,2,4,4,3,4,5,4,5,4,3,5,5,4,3,5,3,5,4,5,5,4,4,5,5,4,5,5,3,4,4,5,3,4,4,5,4,4,5,5,4,3,4,5,4,3,5,4,3,4,4,5,4,3,4,5,4,5,5,5,4,4,3,4,5,5,4,5,5,4,5,5,4,4,3,4,5,4,2,1,1,1,2,4,5,5,4,2,4,5,2,1,2,4,5,5,4,5,5,5,4,4,4,5,5,4,5,5,4,4,5,4,5,4,5,5,4,4,3,4,3,4,4,5,3,4,5,5,4,4,3,4,5,5,4,5,5,4,5,5,3,4,2,3,1,2,3,2,1,2,3,2,2,2,2,2.677375,.982727272727273,4,1,1,3,3,3
51,kMrAdK6e,2025-06-04 13:43:55,2025-06-04 14:08:22,1467,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,117.157.88.2,103.8843540,36.0475490,中国,甘肃省,兰州市,COMPUTER,Windows,Chrome,1024px*640px, ,2,1,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_a7b24044ff0043d3a9d0eb7,ISFJ,6,1,2,1,2,2,4,4,1,5,4,2,3,4,2,4,4,5,4,4,4,2,3,4,4,4,5,3,4,4,3,4,2,4,4,2,4,3,2,5,3,4,4,3,4,3,3,5,2,4,4,4,4,3,3,4,3,4,4,3,4,3,4,5,4,5,4,3,4,4,4,3,3,4,3,3,4,4,4,3,2,3,2,2,3,2,2,2,3,3,4,2,3,4,4,3,2,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,3,4,4,4,3,4,3,3,2,2,2,3,4,4,5,4,5,3,4,3,4,4,4,4,3,3,5,4,3,4,2,3,4,4,3,4,2,2,3,2,3,2,1,2,3,1,2,2.22875,1.15863636363636,2,5,5,3,4,4
52,z7lXaZ47,2025-06-04 13:54:14,2025-06-04 14:06:23,729,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,38.207.137.250,120.8285936,30.7367712,日本,浙江省,嘉兴市,COMPUTER,Mac OS X,Safari,1470px*956px, ,2,1,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_ff2e3b40d8b54f42ba5cf22,INFP,1,1,1,1,1,2,3,4,2,5,4,4,4,4,3,5,5,5,4,4,3,4,3,5,4,5,2,3,4,2,3,4,1,4,4,2,4,3,4,5,4,4,4,5,2,5,2,5,2,4,4,4,4,2,3,4,1,4,4,4,2,2,2,4,2,4,2,2,2,2,4,4,4,4,4,4,4,3,3,2,3,2,4,3,5,3,3,2,2,2,3,3,4,2,4,3,3,2,2,2,4,2,2,2,5,4,4,3,3,3,3,4,4,4,4,2,1,3,2,2,2,1,2,2,4,4,4,4,4,2,4,2,4,2,2,1,2,2,5,4,5,5,5,5,4,5,3,4,2,2,5,4,4,3,3,2,3,2,2,2.913875,1.52527272727273,4,2,2,3,5,5
53,JekyaYQ7,2025-06-04 13:08:41,2025-06-04 13:29:19,1238,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,103.159.125.168,116.4345478,39.9219466,中国,北京市,市辖区,COMPUTER,Windows,Chrome,1368px*912px, ,2,3,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_56f29e89b0c549e0978e719,INTJ,4,1,1,2,2,2,4,4,2,5,5,4,4,5,5,4,5,5,5,4,5,2,5,4,5,4,3,4,5,4,4,5,2,4,4,5,5,4,5,4,5,4,4,4,5,5,4,4,3,3,5,4,5,5,4,5,4,4,5,5,4,4,5,5,3,4,5,5,5,4,4,5,3,4,4,4,5,5,5,4,4,5,2,1,2,2,2,5,4,5,3,2,4,5,1,2,2,5,4,5,4,4,4,3,5,4,4,4,5,5,5,4,4,5,4,4,5,5,3,4,4,5,5,4,4,5,4,5,3,4,5,5,4,5,5,4,5,4,5,4,4,5,3,4,3,5,2,1,2,1,2,2,2,1,2,1,2,2,1,2.54575,.798636363636364,3,14,14,2,5,4
54,5M22J9VM,2025-06-04 12:58:34,2025-06-04 13:17:23,1129,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,14.121.247.244,112.4725290,23.0515460,中国,广东省,肇庆市,COMPUTER,Windows,Chrome,1536px*864px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_61b43e986b4a4d62af29cd0,ISFJ,6,1,2,1,2,2,4,3,2,5,4,3,5,4,3,4,5,4,5,4,5,2,5,4,4,5,4,5,5,4,5,4,4,5,4,3,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,4,5,4,3,4,3,4,3,4,5,4,5,4,5,5,4,5,4,5,4,5,4,3,2,3,2,2,4,5,4,5,2,3,4,2,2,2,5,4,4,5,4,5,3,4,4,5,4,5,4,4,5,4,5,4,5,4,4,4,5,4,5,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,2,2,1,2,2,3,2,2,1,3,3,2,2,2.772375,.976636363636364,4,5,5,5,4,5
55,5LmbB1pe,2025-06-04 12:50:23,2025-06-04 13:11:55,1292,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,45.144.167.241,110.3662800,19.9973510,泰国,海南省,海口市,COMPUTER,Windows,Chrome,1536px*864px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_5a9ebce2b4394ddcae963ad,ISFJ,6,1,2,1,2,2,3,4,2,5,5,3,4,5,4,5,5,5,5,4,4,2,3,5,4,5,5,4,5,4,5,5,2,5,5,3,5,4,3,4,4,5,5,4,5,4,5,4,2,5,4,5,5,3,5,5,3,5,5,4,5,4,4,4,3,4,5,4,5,4,5,5,4,5,5,5,4,4,5,4,3,4,1,1,1,1,2,2,4,4,3,2,5,2,2,2,1,5,5,5,4,5,4,4,4,5,5,5,4,5,4,4,4,5,5,4,4,5,5,5,4,5,4,4,3,4,3,4,3,5,5,5,4,4,5,5,5,4,5,5,5,4,4,4,3,5,2,2,1,1,1,2,2,1,2,1,1,2,1,2.667875,.700363636363636,3,5,5,3,5,5
56,Bepd90Oe,2025-06-04 12:36:18,2025-06-04 12:53:14,1016,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,223.116.117.189,87.3040120,44.0145770,中国,新疆维吾尔自治区,昌吉回族自治州,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_2251726f07634685918aca1,ENTJ,12,2,1,2,2,2,4,2,5,3,4,4,4,5,4,3,4,4,5,4,3,3,4,2,3,4,3,4,3,5,4,3,2,3,4,5,4,4,4,2,4,4,3,5,3,5,3,4,2,4,3,5,3,5,5,3,5,4,3,5,3,4,3,4,3,4,3,5,3,5,4,5,4,5,4,4,5,4,5,4,4,5,2,1,2,2,1,4,5,3,3,2,4,5,2,2,2,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,4,4,5,4,5,4,4,5,5,4,4,2,2,3,4,3,4,4,3,4,5,5,3,3,4,5,4,4,5,4,5,3,4,1,2,1,2,1,2,2,2,1,1,1,2,1,2.63675,.675181818181818,3,16,16,2,4,5
57,ebqkzkXL,2025-06-04 12:23:25,2025-06-04 12:46:15,1370,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,120.231.106.233,113.3823910,22.5211130,中国,广东省,中山市,COMPUTER,Windows,WeChat,1536px*960px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_6a06d2bde4354fdab51dbe4,ISTP,7,1,2,2,1,2,2,4,2,5,5,4,5,4,5,2,4,5,2,4,2,5,4,5,5,4,5,4,5,5,4,4,4,5,4,5,4,4,5,4,4,5,5,4,4,4,5,5,5,4,5,4,5,4,2,4,5,5,4,5,4,2,4,5,5,4,5,5,4,4,4,5,5,4,2,4,3,5,4,5,5,4,2,1,4,4,2,4,5,4,4,4,2,4,1,1,2,4,5,5,4,4,5,4,4,5,4,5,4,4,5,5,5,4,4,4,5,5,4,5,4,5,5,5,4,5,5,4,4,4,5,5,5,4,4,4,5,4,4,5,5,4,4,4,2,5,1,2,2,3,1,2,2,1,1,2,1,2,1,2.52,.739909090909091,3,9,9,3,3,3
58,pLz0zr3M,2025-06-04 12:01:39,2025-06-04 12:17:16,937,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,221.7.166.178,108.6241750,21.9671270,中国,广西壮族自治区,钦州市,COMPUTER,Windows,Chrome,1536px*864px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_92f5059b7abc474ba060f75,ENTP,11,2,1,2,1,2,5,2,4,2,5,4,3,4,4,4,5,4,4,4,3,4,4,3,4,4,4,4,5,4,5,4,3,4,4,4,4,4,4,3,5,4,4,4,4,4,5,4,3,4,4,4,5,4,4,4,4,3,4,4,5,4,4,4,3,4,4,4,5,4,5,4,5,4,4,5,5,4,4,4,4,5,2,2,2,2,2,4,4,4,5,2,4,4,2,2,2,4,4,5,4,5,5,4,4,4,5,4,4,5,4,4,4,5,5,4,4,5,4,5,4,4,4,4,3,4,4,4,4,4,5,4,4,4,5,4,4,5,4,4,4,4,5,5,3,4,2,1,1,1,2,2,2,1,1,2,1,2,1,2.542875,.692181818181818,3,12,12,3,4,2
59,LQ88GP47,2025-06-04 11:34:33,2025-06-04 11:58:15,1422,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,113.59.97.210,110.3239590,19.6992110,中国,海南省,省直辖县级行政区划,COMPUTER,Windows,Chrome,1600px*900px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_e58380cbdae5473e87ca26e,INTP,3,1,1,2,1,2,4,3,2,5,5,4,4,5,5,5,5,4,4,5,4,3,5,4,4,5,4,4,5,4,4,5,5,5,5,4,5,5,5,4,4,4,5,5,4,5,5,5,5,4,4,5,4,5,4,4,4,4,4,5,5,4,4,5,5,5,4,5,4,5,4,3,4,4,5,5,4,4,4,3,4,4,2,1,2,3,2,4,5,4,5,2,4,4,2,2,2,4,4,5,4,4,5,5,4,4,4,4,5,4,4,4,5,4,4,5,4,4,5,5,4,4,5,5,4,4,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,2,2,2,1,1,2,2,2,1,1,1,2,1,2.853375,.738636363636364,3,10,10,3,3,2
60,G7XnE5re,2025-06-04 11:39:35,2025-06-04 11:52:47,792,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,116.28.236.148,110.4031351,21.1950049,中国,广东省,湛江市,COMPUTER,Windows,Chrome,1280px*720px, ,2,3,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_5171fbd8209d4bdcbbbec36,ENTJ,12,2,1,2,2,2,2,3,4,2,4,4,3,4,5,5,5,4,5,5,5,2,4,5,4,4,5,5,4,4,5,3,3,4,4,5,5,5,5,3,4,4,5,5,5,4,4,4,2,4,4,5,4,5,5,4,5,5,4,4,5,4,4,4,5,4,4,5,5,2,5,5,4,5,4,5,5,5,5,3,4,4,1,2,2,2,2,4,5,5,4,2,4,4,2,2,1,4,4,5,3,4,5,4,4,5,5,5,4,5,4,4,5,5,4,3,4,5,5,5,4,5,3,3,4,4,5,5,4,5,4,4,4,5,5,4,4,5,4,5,4,4,5,5,3,4,1,2,1,1,2,2,1,1,2,2,2,2,1,2.623875,.723363636363636,3,16,16,2,3,4
61,WMRR215M,2025-06-04 11:30:07,2025-06-04 11:51:21,1274,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,61.141.180.237,113.2539000,23.1181000,中国,广东省,深圳市,COMPUTER,Windows,Chrome,2560px*1440px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_86638dd0fd0f483fb7af933,ENTJ,12,2,1,2,2,2,4,2,4,1,4,5,2,5,4,3,5,4,4,3,5,4,4,2,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,2,5,4,4,5,4,5,4,4,5,4,5,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,4,5,4,5,4,5,5,1,2,2,1,2,5,4,4,5,2,5,4,1,2,1,4,5,5,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,5,5,4,4,5,4,5,5,4,5,4,4,5,4,3,4,2,1,1,2,1,1,2,2,1,2,1,2,1,2.551625,.671727272727273,3,16,16,2,5,5
